method,fillPerc,confidence,leaves,treeSize,performanceValidation,performanceTraining
modaclase,45.00,0.2250,688,1375,56.869,86.8255
modaclase,45.00,0.2500,715,1429,57.4281,87.2831
modaclase,45.00,0.2750,720,1439,57.508,87.3975
modaclase,45.00,0.3000,739,1477,57.1086,87.7598
modaclase,45.00,0.3250,744,1487,57.0288,87.8932
modaclase,45.00,0.3500,748,1495,56.869,87.9123
modaclase,45.00,0.3750,757,1513,57.1086,88.0648
modaclase,45.00,0.4000,762,1523,57.0288,88.122
modaclase,45.00,0.4250,761,1521,56.9489,88.103
modaclase,45.00,0.4500,761,1521,56.9489,88.103
modaclase,45.00,0.4750,768,1535,56.9489,88.2173
modaclase,45.00,0.5000,772,1543,56.9489,88.2555
modaclase,47.50,0.0010,47,93,51.3578,57.96
modaclase,47.50,0.0250,311,621,56.6294,73.0219
modaclase,47.50,0.0500,430,859,56.869,78.3413
modaclase,47.50,0.0750,474,947,57.1086,79.5234
modaclase,47.50,0.1000,545,1089,56.7093,82.021
modaclase,47.50,0.1250,568,1135,56.7093,82.7264
modaclase,47.50,0.1500,601,1201,57.1086,83.6416
modaclase,47.50,0.1750,620,1239,57.8275,84.1182
modaclase,47.50,0.2000,643,1285,57.8275,84.6139
modaclase,47.50,0.2250,667,1333,58.2268,85.1859
modaclase,47.50,0.2500,691,1381,57.9073,85.7388
modaclase,47.50,0.2750,704,1407,57.8275,86.0629
modaclase,47.50,0.3000,712,1423,58.147,86.2154
modaclase,47.50,0.3250,720,1439,57.9872,86.387
modaclase,47.50,0.3500,729,1457,57.9073,86.6158
modaclase,47.50,0.3750,743,1485,57.8275,86.8446
modaclase,47.50,0.4000,745,1489,57.8275,86.8827
modaclase,47.50,0.4250,749,1497,57.9872,86.9399
modaclase,47.50,0.4500,755,1509,57.9872,87.0162
modaclase,47.50,0.4750,762,1523,57.508,87.1115
modaclase,47.50,0.5000,762,1523,57.508,87.1115
modaclase,50.00,0.0010,19,37,50.7987,54.9476
modaclase,50.00,0.0250,303,605,54.8722,72.9075
modaclase,50.00,0.0500,370,739,55.1917,75.348
modaclase,50.00,0.0750,481,961,55.0319,79.7521
modaclase,50.00,0.1000,556,1111,55.9105,82.4214
modaclase,50.00,0.1250,618,1235,56.6294,84.4233
modaclase,50.00,0.1500,642,1283,56.9489,85.0524
modaclase,50.00,0.1750,664,1327,57.1086,85.4909
modaclase,50.00,0.2000,715,1429,56.5495,86.6349
modaclase,50.00,0.2250,738,1475,57.1086,87.0543
modaclase,50.00,0.2500,750,1499,57.4281,87.2641
modaclase,50.00,0.2750,759,1517,57.5879,87.4357
modaclase,50.00,0.3000,762,1523,57.5879,87.4929
modaclase,50.00,0.3250,766,1531,57.7476,87.55
modaclase,50.00,0.3500,766,1531,57.7476,87.55
modaclase,50.00,0.3750,770,1539,57.7476,87.6072
modaclase,50.00,0.4000,771,1541,57.7476,87.6263
modaclase,50.00,0.4250,785,1569,57.9073,87.817
modaclase,50.00,0.4500,787,1573,57.9073,87.836
modaclase,50.00,0.4750,794,1587,57.9073,87.9123
modaclase,50.00,0.5000,797,1593,57.6677,87.9504
modaclase,52.50,0.0010,43,85,52.476,57.5977
modaclase,52.50,0.0250,264,527,54.0735,70.8675
modaclase,52.50,0.0500,416,831,54.8722,77.2545
modaclase,52.50,0.0750,498,995,54.7923,80.572
modaclase,52.50,0.1000,552,1103,54.9521,82.2688
modaclase,52.50,0.1250,589,1177,55.2716,83.3174
modaclase,52.50,0.1500,632,1263,55.4313,84.5186
modaclase,52.50,0.1750,650,1299,54.9521,84.919
modaclase,52.50,0.2000,672,1343,55.2716,85.3765
modaclase,52.50,0.2250,697,1393,55.7508,85.9104
modaclase,52.50,0.2500,708,1415,55.9904,86.1392
modaclase,52.50,0.2750,719,1437,56.23,86.3489
modaclase,52.50,0.3000,730,1459,56.23,86.5014
modaclase,52.50,0.3250,738,1475,56.3898,86.6349
modaclase,52.50,0.3500,742,1483,56.1502,86.7112
modaclase,52.50,0.3750,749,1497,56.5495,86.7874
modaclase,52.50,0.4000,758,1515,56.7093,86.9018
modaclase,52.50,0.4250,763,1525,56.6294,86.9399
modaclase,52.50,0.4500,765,1529,56.5495,86.959
modaclase,52.50,0.4750,771,1541,56.5495,87.0353
modaclase,52.50,0.5000,780,1559,56.6294,87.1687
modaclase,55.00,0.0010,30,59,49.6805,56.4728
modaclase,55.00,0.0250,287,573,57.0288,73.3079
modaclase,55.00,0.0500,434,867,56.5495,79.123
modaclase,55.00,0.0750,472,943,56.7891,80.6482
modaclase,55.00,0.1000,517,1033,56.7891,81.8875
modaclase,55.00,0.1250,568,1135,56.9489,83.4128
modaclase,55.00,0.1500,594,1187,56.869,84.0991
modaclase,55.00,0.1750,616,1231,56.9489,84.5567
modaclase,55.00,0.2000,657,1313,56.5495,85.4337
modaclase,55.00,0.2250,670,1339,56.4696,85.6435
modaclase,55.00,0.2500,700,1399,56.6294,86.2917
modaclase,55.00,0.2750,721,1441,56.23,86.7684
modaclase,55.00,0.3000,740,1479,55.9904,87.1497
modaclase,55.00,0.3250,740,1479,55.9904,87.1497
modaclase,55.00,0.3500,750,1499,56.0703,87.3403
modaclase,55.00,0.3750,755,1509,56.23,87.4166
modaclase,55.00,0.4000,757,1513,56.23,87.4547
modaclase,55.00,0.4250,770,1539,55.9904,87.6644
modaclase,55.00,0.4500,772,1543,56.0703,87.7026
modaclase,55.00,0.4750,772,1543,56.0703,87.7026
modaclase,55.00,0.5000,773,1545,56.0703,87.7216
modaclase,57.50,0.0010,58,115,52.8754,59.123
modaclase,57.50,0.0250,315,629,56.7093,74.5091
modaclase,57.50,0.0500,446,891,56.7093,79.714
modaclase,57.50,0.0750,486,971,56.6294,80.9533
modaclase,57.50,0.1000,523,1045,56.869,82.1163
modaclase,57.50,0.1250,564,1127,55.9904,83.4509
modaclase,57.50,0.1500,597,1193,56.3099,84.2898
modaclase,57.50,0.1750,614,1227,56.1502,84.6902
modaclase,57.50,0.2000,634,1267,55.9904,85.0906
modaclase,57.50,0.2250,661,1321,55.7508,85.7007
modaclase,57.50,0.2500,670,1339,55.7508,85.8723
modaclase,57.50,0.2750,698,1395,56.0703,86.5014
modaclase,57.50,0.3000,713,1425,56.3898,86.7684
modaclase,57.50,0.3250,721,1441,56.3099,86.8827
modaclase,57.50,0.3500,724,1447,56.3099,86.9209
modaclase,57.50,0.3750,726,1451,56.3099,86.959
modaclase,57.50,0.4000,730,1459,56.3099,87.0162
modaclase,57.50,0.4250,733,1465,56.3099,87.0543
modaclase,57.50,0.4500,735,1469,56.3898,87.0925
modaclase,57.50,0.4750,746,1491,56.3898,87.2259
modaclase,57.50,0.5000,749,1497,56.3898,87.2641
modaclase,60.00,0.0010,28,55,50.4792,56.3775
modaclase,60.00,0.0250,272,543,56.0703,72.1068
modaclase,60.00,0.0500,354,707,56.4696,75.9199
modaclase,60.00,0.0750,440,879,55.7508,78.6654
modaclase,60.00,0.1000,538,1075,55.9904,82.1926
modaclase,60.00,0.1250,578,1155,55.4313,83.3174
modaclase,60.00,0.1500,590,1179,55.6709,83.6034
modaclase,60.00,0.1750,616,1231,55.5112,84.1754
modaclase,60.00,0.2000,641,1281,55.5112,84.6711
modaclase,60.00,0.2250,656,1311,55.7508,84.938
modaclase,60.00,0.2500,689,1377,55.8307,85.6625
modaclase,60.00,0.2750,710,1419,55.5112,86.0629
modaclase,60.00,0.3000,723,1445,55.4313,86.3298
modaclase,60.00,0.3250,739,1477,55.7508,86.654
modaclase,60.00,0.3500,746,1491,55.8307,86.7493
modaclase,60.00,0.3750,747,1493,55.8307,86.7684
modaclase,60.00,0.4000,750,1499,55.9105,86.8065
modaclase,60.00,0.4250,753,1505,55.9904,86.8255
modaclase,60.00,0.4500,761,1521,55.9904,86.959
modaclase,60.00,0.4750,766,1531,55.9904,87.0543
modaclase,60.00,0.5000,771,1541,55.8307,87.1306
modaclase,62.50,0.0010,59,117,52.9553,59.4662
modaclase,62.50,0.0250,277,553,56.4696,72.6025
modaclase,62.50,0.0500,358,715,55.9904,75.7674
modaclase,62.50,0.0750,432,863,56.0703,78.7226
modaclase,62.50,0.1000,487,973,55.1118,80.6864
modaclase,62.50,0.1250,505,1009,54.5527,81.163
modaclase,62.50,0.1500,529,1057,54.7125,81.6587
modaclase,62.50,0.1750,560,1119,55.1917,82.3451
modaclase,62.50,0.2000,601,1201,55.5911,83.1459
modaclase,62.50,0.2250,624,1247,56.3099,83.6225
modaclase,62.50,0.2500,649,1297,56.7093,84.1373
modaclase,62.50,0.2750,675,1349,57.0288,84.652
modaclase,62.50,0.3000,675,1349,57.0288,84.652
modaclase,62.50,0.3250,689,1377,56.869,84.9952
modaclase,62.50,0.3500,694,1387,56.869,85.1096
modaclase,62.50,0.3750,713,1425,56.4696,85.4337
modaclase,62.50,0.4000,721,1441,56.5495,85.5481
modaclase,62.50,0.4250,722,1443,56.5495,85.5672
modaclase,62.50,0.4500,721,1441,56.5495,85.5481
modaclase,62.50,0.4750,725,1449,56.6294,85.6053
modaclase,62.50,0.5000,728,1455,56.6294,85.6435
modaclase,65.00,0.0010,39,77,48.9617,57.1401
modaclase,65.00,0.0250,271,541,53.754,73.4986
modaclase,65.00,0.0500,371,741,54.393,77.5405
modaclase,65.00,0.0750,442,883,54.2332,80.0953
modaclase,65.00,0.1000,507,1013,54.8722,82.2307
modaclase,65.00,0.1250,578,1155,54.6326,84.2135
modaclase,65.00,0.1500,615,1229,54.7125,85.1478
modaclase,65.00,0.1750,633,1265,54.393,85.5481
modaclase,65.00,0.2000,661,1321,54.2332,86.082
modaclase,65.00,0.2250,673,1345,54.2332,86.3108
modaclase,65.00,0.2500,717,1433,54.0735,87.2069
modaclase,65.00,0.2750,727,1453,54.3131,87.3594
modaclase,65.00,0.3000,732,1463,54.393,87.4738
modaclase,65.00,0.3250,742,1483,54.4728,87.7026
modaclase,65.00,0.3500,757,1513,54.6326,88.0076
modaclase,65.00,0.3750,757,1513,54.6326,88.0076
modaclase,65.00,0.4000,764,1527,54.5527,88.0839
modaclase,65.00,0.4250,764,1527,54.5527,88.0839
modaclase,65.00,0.4500,766,1531,54.5527,88.1411
modaclase,65.00,0.4750,766,1531,54.5527,88.1411
modaclase,65.00,0.5000,773,1545,54.6326,88.2173
modaclase,67.50,0.0010,32,63,49.7604,56.7969
modaclase,67.50,0.0250,345,689,56.0703,76.3775
modaclase,67.50,0.0500,403,805,56.3099,78.4938
modaclase,67.50,0.0750,488,975,56.3898,81.3537
modaclase,67.50,0.1000,540,1079,57.5879,83.1459
modaclase,67.50,0.1250,593,1185,57.7476,84.5758
modaclase,67.50,0.1500,647,1293,57.7476,85.9295
modaclase,67.50,0.1750,687,1373,57.8275,86.8446
modaclase,67.50,0.2000,711,1421,58.0671,87.3213
modaclase,67.50,0.2250,725,1449,58.3866,87.5119
modaclase,67.50,0.2500,739,1477,58.4665,87.7407
modaclase,67.50,0.2750,759,1517,58.7859,88.1792
modaclase,67.50,0.3000,767,1533,58.7859,88.3317
modaclase,67.50,0.3250,770,1539,58.7859,88.408
modaclase,67.50,0.3500,774,1547,58.9457,88.4843
modaclase,67.50,0.3750,782,1563,58.9457,88.6368
modaclase,67.50,0.4000,789,1577,59.1054,88.7893
modaclase,67.50,0.4250,794,1587,59.1054,88.8656
modaclase,67.50,0.4500,800,1599,59.1054,88.9609
modaclase,67.50,0.4750,805,1609,58.9457,89.0372
modaclase,67.50,0.5000,812,1623,58.8658,89.1325
modaclase,70.00,0.0010,85,169,53.0351,61.6206
modaclase,70.00,0.0250,294,587,55.2716,73.7274
modaclase,70.00,0.0500,396,791,55.5911,77.9218
modaclase,70.00,0.0750,489,977,56.0703,81.2583
modaclase,70.00,0.1000,521,1041,56.6294,82.1735
modaclase,70.00,0.1250,572,1143,57.1885,83.6225
modaclase,70.00,0.1500,626,1251,57.4281,85.224
modaclase,70.00,0.1750,679,1357,57.3482,86.6158
modaclase,70.00,0.2000,706,1411,57.9073,87.1306
modaclase,70.00,0.2250,731,1461,58.5463,87.5882
modaclase,70.00,0.2500,737,1473,58.6262,87.7216
modaclase,70.00,0.2750,766,1531,58.5463,88.2936
modaclase,70.00,0.3000,769,1537,58.5463,88.3508
modaclase,70.00,0.3250,772,1543,58.3866,88.3889
modaclase,70.00,0.3500,775,1549,58.4665,88.4461
modaclase,70.00,0.3750,775,1549,58.4665,88.4461
modaclase,70.00,0.4000,777,1553,58.3067,88.4652
modaclase,70.00,0.4250,779,1557,58.4665,88.4843
modaclase,70.00,0.4500,782,1563,58.4665,88.5224
modaclase,70.00,0.4750,782,1563,58.4665,88.5224
modaclase,70.00,0.5000,784,1567,58.5463,88.5415
modaclase,72.50,0.0010,45,89,51.5176,58.1888
modaclase,72.50,0.0250,369,737,56.7093,77.3689
modaclase,72.50,0.0500,473,945,57.1885,81.1058
modaclase,72.50,0.0750,522,1043,57.2684,82.6692
modaclase,72.50,0.1000,545,1089,57.3482,83.489
modaclase,72.50,0.1250,578,1155,57.2684,84.4233
modaclase,72.50,0.1500,609,1217,57.1885,85.4909
modaclase,72.50,0.1750,624,1247,57.2684,85.796
modaclase,72.50,0.2000,645,1289,57.5879,86.1773
modaclase,72.50,0.2250,651,1301,57.6677,86.3298
modaclase,72.50,0.2500,673,1345,57.5879,86.7684
modaclase,72.50,0.2750,687,1373,57.5879,87.0353
modaclase,72.50,0.3000,690,1379,57.5879,87.1115
modaclase,72.50,0.3250,702,1403,57.7476,87.3403
modaclase,72.50,0.3500,715,1429,57.5879,87.55
modaclase,72.50,0.3750,716,1431,57.4281,87.5691
modaclase,72.50,0.4000,721,1441,57.7476,87.6454
modaclase,72.50,0.4250,727,1453,57.9872,87.7407
modaclase,72.50,0.4500,735,1469,58.0671,87.8551
modaclase,72.50,0.4750,740,1479,57.9872,87.9123
modaclase,72.50,0.5000,741,1481,58.147,87.9314
modaclase,75.00,0.0010,56,111,51.8371,59.123
modaclase,75.00,0.0250,307,613,56.4696,74.3375
modaclase,75.00,0.0500,400,799,56.3099,78.5129
modaclase,75.00,0.0750,470,939,57.2684,81.0486
modaclase,75.00,0.1000,508,1015,57.0288,82.1354
modaclase,75.00,0.1250,556,1111,57.3482,83.4509
modaclase,75.00,0.1500,587,1173,57.4281,84.1945
modaclase,75.00,0.1750,626,1251,57.2684,85.1478
modaclase,75.00,0.2000,659,1317,57.1086,85.8723
modaclase,75.00,0.2250,689,1377,56.6294,86.5014
modaclase,75.00,0.2500,720,1439,56.4696,87.0925
modaclase,75.00,0.2750,737,1473,56.5495,87.4547
modaclase,75.00,0.3000,753,1505,56.6294,87.7216
modaclase,75.00,0.3250,757,1513,56.6294,87.7788
modaclase,75.00,0.3500,772,1543,56.5495,88.0076
modaclase,75.00,0.3750,773,1545,56.5495,88.0267
modaclase,75.00,0.4000,773,1545,56.5495,88.0267
modaclase,75.00,0.4250,777,1553,56.5495,88.0839
modaclase,75.00,0.4500,781,1561,56.7093,88.122
modaclase,75.00,0.4750,781,1561,56.7093,88.122
modaclase,75.00,0.5000,786,1571,56.3898,88.1983
modaclase,77.50,0.0010,43,85,50.7987,58.0744
modaclase,77.50,0.0250,300,599,55.7508,73.9752
modaclase,77.50,0.0500,423,845,56.3099,78.7226
modaclase,77.50,0.0750,491,981,56.6294,80.858
modaclase,77.50,0.1000,572,1143,56.7093,83.5653
modaclase,77.50,0.1250,602,1203,56.3898,84.2707
modaclase,77.50,0.1500,638,1275,56.6294,85.1668
modaclase,77.50,0.1750,650,1299,56.7891,85.3956
modaclase,77.50,0.2000,692,1383,56.9489,86.2536
modaclase,77.50,0.2250,707,1413,57.2684,86.5396
modaclase,77.50,0.2500,734,1467,57.1086,87.0925
modaclase,77.50,0.2750,750,1499,57.3482,87.3975
modaclase,77.50,0.3000,785,1569,56.7891,88.0839
modaclase,77.50,0.3250,787,1573,56.7891,88.122
modaclase,77.50,0.3500,802,1603,56.6294,88.3508
modaclase,77.50,0.3750,808,1615,56.7093,88.4461
modaclase,77.50,0.4000,809,1617,56.7093,88.4652
modaclase,77.50,0.4250,814,1627,56.7093,88.5415
modaclase,77.50,0.4500,821,1641,56.7093,88.6559
modaclase,77.50,0.4750,821,1641,56.7093,88.6559
modaclase,77.50,0.5000,823,1645,56.7093,88.6749
modaclase,80.00,0.0010,72,143,53.2748,59.9809
modaclase,80.00,0.0250,339,677,54.0735,75.5767
modaclase,80.00,0.0500,468,935,55.3514,80.9724
modaclase,80.00,0.0750,537,1073,55.6709,83.0887
modaclase,80.00,0.1000,549,1097,55.5112,83.3746
modaclase,80.00,0.1250,586,1171,55.3514,84.5758
modaclase,80.00,0.1500,626,1251,55.2716,85.6816
modaclase,80.00,0.1750,672,1343,55.1917,86.7302
modaclase,80.00,0.2000,691,1381,55.5112,87.1115
modaclase,80.00,0.2250,712,1423,55.4313,87.531
modaclase,80.00,0.2500,725,1449,55.6709,87.7598
modaclase,80.00,0.2750,732,1463,55.4313,87.8551
modaclase,80.00,0.3000,752,1503,55.4313,88.2173
modaclase,80.00,0.3250,758,1515,55.5911,88.3317
modaclase,80.00,0.3500,758,1515,55.5911,88.3317
modaclase,80.00,0.3750,759,1517,55.6709,88.3508
modaclase,80.00,0.4000,765,1529,55.7508,88.4461
modaclase,80.00,0.4250,769,1537,55.7508,88.5033
modaclase,80.00,0.4500,776,1551,55.8307,88.5987
modaclase,80.00,0.4750,782,1563,55.9105,88.6749
modaclase,80.00,0.5000,783,1565,55.9904,88.694
modaclase,82.50,0.0010,71,141,52.6358,60.4576
modaclase,82.50,0.0250,359,717,55.9105,76.7207
modaclase,82.50,0.0500,480,959,55.9904,81.8112
modaclase,82.50,0.0750,507,1013,55.7508,82.612
modaclase,82.50,0.1000,522,1043,55.9904,82.9933
modaclase,82.50,0.1250,570,1139,56.5495,84.633
modaclase,82.50,0.1500,599,1197,56.7093,85.3003
modaclase,82.50,0.1750,640,1279,56.7093,86.1773
modaclase,82.50,0.2000,674,1347,56.5495,86.9209
modaclase,82.50,0.2250,725,1449,56.23,87.9314
modaclase,82.50,0.2500,737,1473,56.3898,88.1792
modaclase,82.50,0.2750,756,1511,55.9904,88.5033
modaclase,82.50,0.3000,771,1541,56.1502,88.7893
modaclase,82.50,0.3250,772,1543,56.23,88.8084
modaclase,82.50,0.3500,775,1549,56.1502,88.8847
modaclase,82.50,0.3750,783,1565,55.9105,88.999
modaclase,82.50,0.4000,783,1565,55.9105,88.999
modaclase,82.50,0.4250,789,1577,56.1502,89.0753
modaclase,82.50,0.4500,793,1585,56.23,89.1134
modaclase,82.50,0.4750,793,1585,56.23,89.1134
modaclase,82.50,0.5000,796,1591,56.23,89.1516
modaclase,85.00,0.0010,75,149,53.3546,60.3622
modaclase,85.00,0.0250,343,685,55.2716,75.8246
modaclase,85.00,0.0500,458,915,55.9105,80.3432
modaclase,85.00,0.0750,499,997,55.7508,81.5443
modaclase,85.00,0.1000,582,1163,56.7891,84.3279
modaclase,85.00,0.1250,628,1255,56.1502,85.5863
modaclase,85.00,0.1500,657,1313,56.0703,86.3108
modaclase,85.00,0.1750,679,1357,56.3099,86.7684
modaclase,85.00,0.2000,720,1439,56.869,87.6644
modaclase,85.00,0.2250,751,1501,57.4281,88.3127
modaclase,85.00,0.2500,775,1549,57.4281,88.7893
modaclase,85.00,0.2750,791,1581,57.3482,89.0753
modaclase,85.00,0.3000,794,1587,57.2684,89.1516
modaclase,85.00,0.3250,794,1587,57.2684,89.1516
modaclase,85.00,0.3500,800,1599,57.4281,89.266
modaclase,85.00,0.3750,802,1603,57.4281,89.285
modaclase,85.00,0.4000,802,1603,57.4281,89.285
modaclase,85.00,0.4250,805,1609,57.508,89.3422
modaclase,85.00,0.4500,805,1609,57.508,89.3422
modaclase,85.00,0.4750,805,1609,57.508,89.3422
modaclase,85.00,0.5000,815,1629,57.5879,89.4948
